,Description,forum
1717,which training or monitoring capabilities are available; this all seems very different from code versioning and the current text does not convince me of the benefits of packing all into a single framework,v-6XBItNld2
1718,"The line ""if and how a distributed system can be retrieved and set up automatically"" best highlights this problem for me",v-6XBItNld2
1719,This is an incredibly large area in itself,v-6XBItNld2
1720,"Maybe you should focus more on how the framework could *connect* to existing systems for large-scale deployment, instead of trying to try and capture it all under the umbrella of this framework.",v-6XBItNld2
1721,"(reasoning): This seems to boil down to ""good coding practices"", i.e",v-6XBItNld2
1722,explaining your work instead of just throwing artifacts out there,v-6XBItNld2
1723,"This is already possible when versioning code (and even data), as you describe yourself in the comparison between snapshots and versioning",v-6XBItNld2
1724,"To me, this seems like an appeal to the developer(s), not a missing capability of the framework",v-6XBItNld2
1725,"Moreover, is this kind of reasoning enough? There is a lot of research in the field of ""interpretable ML"" which could be incredibly important to truly understanding why something can fail even if all commands run through.",v-6XBItNld2
1726,"(sensitivity): Understanding the sensitivity of ML to inputs and hyperparameters is a research discipline on its own and goes far beyond ""value ranges"" for e.g",v-6XBItNld2
1727,"For example, consider the research into Bayesian optimization for hyperparameters",v-6XBItNld2
1728,"The ""while not straightforward"" does not appreciate the complexity of this problem at all and I feel that it mischaracterizes the difficulty of adding such capabilities, which may be borderline impossible in a general way.",v-6XBItNld2
1729,- The inclusion of TensorBoard in the framework seems rather out-of-place,v-6XBItNld2
1730,"It is the only example for the category ""visualization"" and seems in general to have a different focus than the other tools which makes me question whether it would make more sense to exclude it.",v-6XBItNld2
1731,- Why introduce the Development and Operation stages in detail if they are not relevant for the framework? Focusing on the experiment stage might help to make the paper more on-point.,v-6XBItNld2
1732,"- I believe it would help the reader to put a legend for the notation in the table captions, it is currently rather hard to jump back and forth between the tables with results and the text explaining the notation.",v-6XBItNld2
1733,- I do not understand the arrows in figure 3: why are code and outputs not published?,v-6XBItNld2
1734,Summary : This paper presents an algorithm to schedule Real-time periodic tasks that are expressed as pipelines,icP8jy6ayy8
1735,The Real-time requirements here include end-to-end (E2E) delay and loss-rate guarantee of the pipeline,icP8jy6ayy8
1736,The algorithm returns the budgets and periods that each of the tasks get during runtime at every stage of the pipeline,icP8jy6ayy8
1737,The resulting tasks with the budgets and period can the be scheduled asynchronously and without any data dependencies among them.,icP8jy6ayy8
1738,The paper also has takes another step forward and maps tasks to a Multiprocessor platform,icP8jy6ayy8
1739,The tasks are mapped to processors using a heuristic,icP8jy6ayy8
1740,"For dynamic pipelines, it also does - (a) runtime task migration  and (b)scheduling parameter optimization",icP8jy6ayy8
1741,"- The system model is well-presented,",icP8jy6ayy8
1742,- Visualizations of the algorithm operation provided improve the readability of the paper.,icP8jy6ayy8
1743,- Reduction of utilization for already accepted task pipelines when mapping to multi-processor fails is a tradeoff between end-to-end delay and utilization,icP8jy6ayy8
1744,- Comparison with state of the art solvers that support integer non-linear programming is well-presented,icP8jy6ayy8
1745,"- The paper has released its artifacts with a good README file, kudos to the authors",icP8jy6ayy8
1746,"- Pipelines are common in sensing-actuation chains as seen in automotive and avionics systems, and applications such as ROS can use CoPi to predictably schedule pipelines using this scheme",icP8jy6ayy8
1747,"- The schedulability used in RMS for single processor and partitioned RMS for multiple processor, so the utilization is still bounded by the theoretical limits of RMS.",icP8jy6ayy8
1748,"- The disadvantage of scaling the period and adjusting the computation time can lead to increased memory requirements of buffers between tasks, the overhead of which is not presented",icP8jy6ayy8
1749,- the values of $\alpha$ and $\beta$ are empirically determined with no application mentioned for reference,icP8jy6ayy8
1750,"- Task assignment and migration on multiprocessor can be made practical by considering the system implementation details, but these have elided",icP8jy6ayy8
1751,- Why is LBG (Latency Bandwidth Gap) plotted only for values between 10 and 15? It would be useful if the authors can discuss this.,icP8jy6ayy8
1752,- Why does the loss rate = 25% lead to loss of performance of CoPi (Fig 8b)? This can be discussed in camera-ready,icP8jy6ayy8
1753,"- The authors mention about integrating the framework into a Multi-core OS and into the ROS middleware, these will greatly enhance the impact of this work.",icP8jy6ayy8
1754,"Paper summary: Embedded applications consists of one or more sensor-to-actuation pipelines, e.g., object perception pipelines in autonomous vehicle systems",icP8jy6ayy8
1755,These pipelines are typically modelled as multiple data-dependent tasks (or processes),icP8jy6ayy8
1756,They have strict end-to-end (E2E) constraints because of the cyber-physical nature of such applications,icP8jy6ayy8
1757,"Additionally, the pipelines may also have constraints on the end-to-end sampling rates, which determine the quality of service provided",icP8jy6ayy8
1758,"When deploying such pipelines on multiprocessor embedded platforms, mapping the tasks to appropriate scheduling policy, parameters, cores such that the constraints are satisfied is known to be an NP-hard problem, even if the the workload is known in advance (as is the case in many embedded applications)",icP8jy6ayy8
1759,"While prior works have proposed to use constraint solvers to come up with a satisfiable task schedule, these are slow, especially when the workload changes at runtime and new schedules are desired at runtime, This paper proposes a heuristic-based algorithm instead — CoPi — that maps the pipeline to independent tasks and data buffers, and uses rate-monotonic scheduling to come up with a set of feasible schedule",icP8jy6ayy8
1760,"CoPi is evaluated against open-source constraint solvers like GEKKO, pyomo, and scipy using pipelines with synthetic parameters",icP8jy6ayy8
1761,"While it is slightly worse than GEKKO in terms of scheduling capabilities, it finds a solution much faster than GEKKO.",icP8jy6ayy8
1762,"Dear authors, thank you for submitting your paper to JSys! Thank you also for anonymously sharing the CoPi source!",icP8jy6ayy8
1763,The paper is written well; the CoPI algorithm is particularly nicely explained,icP8jy6ayy8
1764,"I believe CoPi can be very useful in many modern-day embedded applications and it also has the potential to be used for applications outside the embedded systems domain, e.g., datacenter systems with QoS constraints",icP8jy6ayy8
1765,The paper also presents an extensive evaluation for CoPi against open-source baselines for a large parameter space,icP8jy6ayy8
1766,"My main concern is that the paper does not demonstrate the use of CoPi for any real-world applications, i.e., there are no case studies using realistic workloads",icP8jy6ayy8
1767,"In the absence of such case studies, I expect that at least the constraints are directly derived from real-world applications",icP8jy6ayy8
1768,"While this may be the case, this is not apparent from the paper",icP8jy6ayy8
1769,"For example, the paper currently does not sufficiently show if runtime scheduling is a problem in applications and if yes how does a certain scheduling delay fit within the overall scheme of things",icP8jy6ayy8
1770,"In the following, I summarize the strengths and weaknesses of the paper in brief, followed by detailed comments.",icP8jy6ayy8
1771,+ The problem is relevant for many modern embedded applications,icP8jy6ayy8
1772,"+ Given the QoS constraints in many datacenter applications today, the paper also highlights possible design choices for scheduling in datacenter systems",icP8jy6ayy8
1773,"+ The solution is explained clearly with underlying formalism, wherever needed",icP8jy6ayy8
1774,+ The solution is evaluated extensively against multiple open-source constraint solvers and shown to outperform them in terms of scheduling capabilities and/or speed,icP8jy6ayy8
1775,"+ Overall, the solution seems to be simple and intuitive, and easily deployable in practical systems",icP8jy6ayy8
1776,"- CoPi is motivated from real-world pipelines, but the paper does not demonstrate the use of CoPi for a real-world application",icP8jy6ayy8
