,Class Index,Description
4412,3," But to apply Theorem 4, one will need a version of Theorem 4 for approximate local minima."
4413,1,\n-Choice of datasets: we already obtained very good accuracy for the classification or clustering of handwritten digits
4414,3," \n\n== Other comments\n\n1) Note that d(A, B'_theta) is *equal* to min_alpha max_w  (...)  above equation (2) (it is not just an upper bound)."
4415,1, These theoretical results justify the objective function\nshown in Equation 8.
4416,3,\n\n== Detailed comments ==\nThe proposed two-stream model is developed with the following two assumptions: (1) Single object in the scene; and (2) Class information is provided for the foreground/object region.
4417,3, And I write this as a card-carrying computational linguist.
4418,1,"\n\nI find this idea potentially interesting but am more concerned with the poorly explained motivation as well as some technical issues in how this idea is implemented, as detailed below."
4419,3," Even if the authors released their code used for training (which is not mentioned), I think the authors should aim for a more self-contained exposition."
4420,3, The authors suggest to overcome this problem by training an algorithm that will identify the sequence context that characterize sequencing errors from true mutations.
4421,3, Is it the case that the model learns to attend to last sentences for all the questions?
4422,3," Empirically the authors demonstrate, on two different task domains, that one can trade off some accuracy for a little robustness -- qualitatively speaking."
4423,3," Some Theory and Empirics\"" considers the important problem of quantifying whether the distributions obtained from generative adversarial networks come close to the actual distribution of images."
4424,3, This ensures that VAN starts out as a regular ResNet.
4425,3," it looks like finer scales are progressively dropped in successive blocks,"
4426,3, Is it to learn a continual learning solution?
4427,3,"\n\nUnfortunately, I am not an expert in the particular field of adversarial examples, and can not properly assess the conceptual novelty of the proposed method."
4428,1," In experiments, the proposed method synthesizes correct Karel programs (non-trivial programs involving loops and conditionals) more frequently than synthesizers trained using only maximum likelihood supervised training."
4429,1,"\n2) I believe the control experiments are encouraging,"
4430,3,\n3. It provides an example when a local minimum is not global for a one-hidden-layer neural network with ReLU activation.
4431,3,"\n5) I would have liked to have seen some indicative times on how long the optimization takes to generate a visual rationale, as this would have practical implications.."
4432,1," In all three cases, the proposed solution outperforms the baselines on larger problem instances. """
4433,3," The approach is to learn a policy for task 1, then for each task k+1: copy distilled policy that can perform tasks 1-k, finetune to task k+1, and distill again with the additional task."
4434,3,"\n\nThe significance of this work would still be quite strong if, as the author's suggest, these benchmarks were being widely used to assess more sophisticated algorithms and yet these tasks were mastered by such simple algorithms with no learnable parameters. "
4435,3,"""This paper proposed an improved version of dynamic coattention networks, which is used for question answering tasks."
4436,1,"\nThe authors claim that the source of objective mismatch comes from n-step Q-learning, and their method is well-justified in 1-step Q-learning"
4437,3," While CrescendoNet seems to slightly outperform FractalNet in the experiments conducted, it is itself outperformed by DiracNet."
4438,3,"""This paper propose a variant of generative replay buffer/memory to overcome catastrophic forgetting."
4439,1, \n\nPros: \n-The results on StarCraft are encouraging and present state of the art performance if reproducible.
4440,3," There also exists prior work on optimizing neural nets via GA (Leung, Frank Hung-Fat et al., IEEE Transactions on Neural networks 2003)."
4441,3, What happens if predicting the polar origin is not trivial and prone to errors?
4442,3,"\nMoreover, it would be interesting to show if this class-based learning rates changes the convergence of the model or if the early stopping occurs earlier etc...\n\n"""
4443,1,n\nThe method seems to work well based on the samples and ROC curves presented.
4444,3,\nThey show that it can be included as additional term in cost functions to train generic models.
4445,1, Removing baseline is a reasonable step and the paper includes analysis of several spike-train datasets.
4446,3, The authors proposes to solve this issue by relying to an embedded space where the L2 distance makes more sense for pictures (DenseNet)
