,Class Index,Description
2000,1," Perhaps this is facilitated by the SQuAD leaderboard, which makes it simple to list related work."
2001,2,"Why dont you just send copies of this to the two people in the world who care about it, and forget the publication route?"
2002,1, This paper instead designed a new boosting method which puts large weights on the category with large error in this round.
2003,1,\n- Limited applicability to settings where >> 100 configurations can be run fully
2004,1," Agreed that the authors do a more detailed study on simple MNIST classification, but these insights are not transferable to more challenging domains."
2005,2,"...But it would take me a long time to try and figure this out, so I am approving publication  "
2006,2,"Overally speaking, the manuscript is well written."
2007,1,"  Therefore, how to choose this parameter is essential."
2008,1,\nThe convergence constraint procedure from Table 4 is not clear.
2009,1, The method provides equivalent accuracy and sparsity to published state-of-the-art results on these datasets 
2010,1,"\nI would also request the paper not to casually mention the 7x speedup that can be found in the appendix, without quantifying this.[[CNT], [null], [SUG], [MIN]] This is only possible for a large number of 40 Hyperband iterations, and in the interesting cases of the first few iterations speedups are very small."
2011,1,"    In other text learning task (e.g., [1]) SPL showed improved performance."
2012,2,Add statistical support! - Review of NIH grant with biostatistician as a co-investigator
2013,1,\n\nOne interesting point this work raises is whether the algorithm is essentially learning universal perturbations (Moosavi-Dezfooli et. al).
2014,1," \n\n- The analysis of section 4.1 is interesting, it was insightful and to the best of my knowledge novel."
2015,1, The authors also showed theoretically and empirically on synthetic data sets that the low redundancy and larger set of labels in crowdsourcing gives better results.
2016,1,"\n\nPositive aspects of the paper: The paper is a very strong empirical paper, with experiments comparable to industrial scale."
2017,1," Moreover, is CIFAR 10 experiments conclusive enough. """
2018,2,"Frankly, she knows nothing about X or Y and should stick with what she does know."
2019,1,"\nThe scope/insight of the paper isn't groundbreaking, but I think it delivers a clear short message on the Atari benchmark."
2020,2,The authors offer no credible theoretical reason why we should care about this result.
2021,2,This is a very weak paper trying to bend things to build a relationship that does not exist
2022,1," It boils down to these simple commonly known facts about deep RL agents:\n- When evaluated outside of its training distribution, it might not generalized very well (figure 4/6)"
2023,2,"Currently, the impression is that this was simply another piece of research/ consultation."
2024,1," The main idea is to leverage results from compressed sensing in order to recover the sparse and low-degree function from a small number of measurements (i.e., function evaluations)."
2025,2,Why do you have so many tables? Did you go to Ikea?
2026,2,The introduction is so confusing and purely written that I gave up.
2027,1," Assuming that the result carries over to ConvNets, I find this result to be very interesting."
2028,2,The first problem is that the method - whatever it is and however it works - is insufficiently...
2029,1," Also, I feel algorithm 1 is spurious given that it merely switch by systems."
2030,1,"\n\n5.  The experiments on adversarial robustness and face verification seems more interesting to me,"
2031,2,"It is difficult to imagine any paper overtaking this one for lack of imagination, logic, or data—it is beyond redemption"
2032,1," The empirical evaluations, analysis and comparisons to existing methods are well executed."
2033,2,I now turn to my best guess about what the authors might be doing.
2034,2,"'Putting it unfairly perhaps, and I am sure this is not what is meant, but one ungenerous reading of the proposal is..."
2035,2,[XX] is just as interesting to us as the new dress bought by Kim Kardashian
2036,2,"Measurements were made, but why, besides a teaching exercise, remains obscure"
2037,1, Just because a network performs averaging of different paths and individual paths perform worse than sets of paths doesn't imply that ensembling as a mechanism is in fact the cause of the performance of the entire architecture.
2038,2,This would be an embarrassment even if submitted as an undergraduate class paper' h/
