,Description,Class Index
1548,My greatest criticism of the paper is the tendency of the authors to make an argument and then immediately contradict themselves,2
1549,\nCon:\n1. Not entirely convincing that it should work better than already existing methods.,1
1550," In general, some discussion of the differences in preprocessing between this work and Zhong et al. would be good (do they also use column annotation)?""",1
1551,You make the reader feel uneducated,2
1552,  \n\nBoth extensions are reasonable to me.,1
1553,The last two sentences of the summary greatly exaggerate the value of this paper and the usefulness of its conclusions.,2
1554, \n\nCons:\nThere are a few key technical issues that are not clearly addressed.,1
1555,"The text is overly expansive, desultory, and often diaphanous, so that the raison d'être of an overarching theoretical structure is neither pellucid nor convincing.",2
1556,"There may be a good paper crying to be let out of this manuscript but if so, it is hard to know.",2
1557," In its current form, I am borderline but leaning towards rejecting this paper.",1
1558," \n\nSince a sequence of similar linear systems have to be solved could a preconditioner be gradually be solved and updated from previous iterations, using for example a BFGS approximation of the Hessian or other similar technique.",1
1559,This needs to be standardized!!! It must be converted!!! Why should we expect some kind of relationship?? It needs to be justified!!!,2
1560," If so, the evaluation setting of dividing data into three *random* sets of training, validation, and test, in 5.3 doesn't seem to be the right and most appropriate choice.",1
1561, The large evaluation section that discusses many different properties is a further indication that this approach is not only novel but also very promising.,1
1562,This reads like a pretty good MA level seminar paper but comes nowhere near the intellectual status required for publication in journal X,2
1563," but they do show some value for the technique in the area of domain-specific coreference.\n\n""",1
1564," The tSNE visualization in figure 6 seems to indicate that the style memory representation does not capture class information as well as the raw pixels, but doesn't indicate whether that representation is sensible.",1
1565,The standard of writing (including spelling and grammar) is also satisfactory.,2
1566,This would have been a question of high interest 10 years back,2
1567,"  The modes and its evaluation are relevant and intuitions can be made use for evaluating other similar tasks (in 3D, say). """,1
1568," \n\nThe \u201csoft ordering\u201d approach simply enable task specific selection of layers, scaled with a learned scaling factor, to be combined in which order to result for the best performance for each task.",1
1569,The authors have not bothered to learn the first thing about the theories they are hoping to refute with ill-designed experiments and muddled rationale.,2
1570,"The so-called XX test is incompetent, irrelevant, immaterial and without any foundation whatsoever in the established literature",2
1571,"  In term of impact, this is a theoretical paper looking at optimizing a sandbox problem where the results may be one day applicable to the real autonomous driving case.",1
1572,(after having cited an author) one could call this name-dropping,2
1573," (Though the proposed system does have the advantage of only requiring a screenshot created using any software, rather than being restricted to a particular piece of software.)",1
1574, Seems a bit marginal to me.,1
1575,"Pros:\n(+) The paper is well written, the schemes are well explained\n(+) Ablations are thorough and comparisons are fair\n",1
1576,"\n - p.6. The basic idea of the OOV encoder seems a good one. In domain specific contexts, you want to be able to refer to and re-use words that appear in related sentences, since they are likely to appear again and you want to be able to generate them.",1
1577,This paper could be considered for acceptance given a rewrite of the paper and a change of the title and abstract.,2
1578,"it reads like someone who searched around the literature without much authentic understanding of social science, methodology or statistics",2
